objectid,creator,subject,location,latitude,longitude,date,identifier,title,description,image_alt_text,object_transcript,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_10,code_11,code_12,code_13,code_14,combined_codes,display_template,type,format,language,source,rights,rightsstatement,data_curation,project_administration,conceptualization,formal_analysis,methodology,object_location,image_small,image_thumb
3c77473e-60e8-4d1a-b1b2-5fe16be22cab,,,,,,,3c77473e-60e8-4d1a-b1b2-5fe16be22cab.png,4:8:2022 anarchistposters What Color is your Flag When it Burns? fire-,,,,Police Imagery,Fire,Flags,Thin Blue Line TBL,Elements,,,,,,,,,,Elements; Fire; Flags; Police Imagery; Thin Blue Line TBL,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/3c77473e-60e8-4d1a-b1b2-5fe16be22cab.png,https://abnow.s3.amazonaws.com/objects/small/3c77473e-60e8-4d1a-b1b2-5fe16be22cab_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/3c77473e-60e8-4d1a-b1b2-5fe16be22cab_th.jpg
660608e9-f35f-4347-9bd5-234fc5c0fde5,,,,,,,660608e9-f35f-4347-9bd5-234fc5c0fde5.jpg,"2 04 2022 ricardolevinsmorales Minneapolice sky, tree, police imagery-",,,,Police Imagery,Minneapolis,,,,,,,,,,,,,Minneapolis; Police Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/660608e9-f35f-4347-9bd5-234fc5c0fde5.jpg,https://abnow.s3.amazonaws.com/objects/small/660608e9-f35f-4347-9bd5-234fc5c0fde5_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/660608e9-f35f-4347-9bd5-234fc5c0fde5_th.jpg
07a088dd-2113-4367-ab03-e34bcbe1da9f,,,,,,,07a088dd-2113-4367-ab03-e34bcbe1da9f.jpg,2 7 2022 culturestrike We Made This World We Can Have Another fire-,,,,Earth,Fire,Elements,,,,,,,,,,,,Earth; Elements; Fire,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/07a088dd-2113-4367-ab03-e34bcbe1da9f.jpg,https://abnow.s3.amazonaws.com/objects/small/07a088dd-2113-4367-ab03-e34bcbe1da9f_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/07a088dd-2113-4367-ab03-e34bcbe1da9f_th.jpg
ea6e7567-2e23-4659-9c8e-9c1f05babd3f,,,,,,,ea6e7567-2e23-4659-9c8e-9c1f05babd3f.jpg,Nashville bail out,,,,Protests/Marches,Slogans,No Jails/Bail,,,,,,,,,,,,No Jails/Bail; Protests/Marches; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/ea6e7567-2e23-4659-9c8e-9c1f05babd3f.jpg,https://abnow.s3.amazonaws.com/objects/small/ea6e7567-2e23-4659-9c8e-9c1f05babd3f_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/ea6e7567-2e23-4659-9c8e-9c1f05babd3f_th.jpg
90d8be58-3dd1-4f44-b5c7-cd3ec55197e0,,,,,,,90d8be58-3dd1-4f44-b5c7-cd3ec55197e0.jpg,native-pipeline-protest,,,,Protests/Marches,Power Fist,,,,,,,,,,,,,Power Fist; Protests/Marches,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/90d8be58-3dd1-4f44-b5c7-cd3ec55197e0.jpg,https://abnow.s3.amazonaws.com/objects/small/90d8be58-3dd1-4f44-b5c7-cd3ec55197e0_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/90d8be58-3dd1-4f44-b5c7-cd3ec55197e0_th.jpg
b9098751-0d81-4f71-a2de-cfc913f57782,,,,,,,b9098751-0d81-4f71-a2de-cfc913f57782.jpg,"2 19 2022 anarchistposters Abolish the Police chains, ACAB-",,,,Police Imagery,Chains,,,,,,,,,,,,,Chains; Police Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/b9098751-0d81-4f71-a2de-cfc913f57782.jpg,https://abnow.s3.amazonaws.com/objects/small/b9098751-0d81-4f71-a2de-cfc913f57782_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/b9098751-0d81-4f71-a2de-cfc913f57782_th.jpg
3c16772d-75f0-492a-af22-1e46492d14d2,,,,,,,3c16772d-75f0-492a-af22-1e46492d14d2.jpg,"3 03 2022 torontoprisonersrightsproject No More Deaths in Custody chains, crosses-",,,,Carceral Imagery,Barb Wire/Fences/Walls,,,,,,,,,,,,,Barb Wire/Fences/Walls; Carceral Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/3c16772d-75f0-492a-af22-1e46492d14d2.jpg,https://abnow.s3.amazonaws.com/objects/small/3c16772d-75f0-492a-af22-1e46492d14d2_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/3c16772d-75f0-492a-af22-1e46492d14d2_th.jpg
29dc4144-2d28-4406-8a3d-122c34aa1b86,,,,,,,29dc4144-2d28-4406-8a3d-122c34aa1b86.jpg,3 08 2022 socialist.art Good People Disobey Bad Laws prison imagery-,,,,Crime/Law Breaking,Art,,,,,,,,,,,,,Art; Crime/Law Breaking,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/29dc4144-2d28-4406-8a3d-122c34aa1b86.jpg,https://abnow.s3.amazonaws.com/objects/small/29dc4144-2d28-4406-8a3d-122c34aa1b86_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/29dc4144-2d28-4406-8a3d-122c34aa1b86_th.jpg
51b8c22a-cdcc-4251-ab77-0d7d8b75a580,,,,,,,51b8c22a-cdcc-4251-ab77-0d7d8b75a580.jpg,"3 15 2022 cindymilstein Be Gay, Do Crime street art-",,,,Be Gay Do Crime,Slogans,Art,Graffiti,,,,,,,,,,,Art; Be Gay Do Crime; Graffiti; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/51b8c22a-cdcc-4251-ab77-0d7d8b75a580.jpg,https://abnow.s3.amazonaws.com/objects/small/51b8c22a-cdcc-4251-ab77-0d7d8b75a580_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/51b8c22a-cdcc-4251-ab77-0d7d8b75a580_th.jpg
86630f2b-9a9f-4e8e-885a-f8c809d5dc6a,,,,,,,86630f2b-9a9f-4e8e-885a-f8c809d5dc6a.jpg,"3 16 2022 3chordpolitics F the Police w  Big Bird advertisement, street art-",,,,,,,,,,,,,,,,,,,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/86630f2b-9a9f-4e8e-885a-f8c809d5dc6a.jpg,https://abnow.s3.amazonaws.com/objects/small/86630f2b-9a9f-4e8e-885a-f8c809d5dc6a_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/86630f2b-9a9f-4e8e-885a-f8c809d5dc6a_th.jpg
bffa2d19-9323-4c5a-b67c-775d265e71f6,,,,,,,bffa2d19-9323-4c5a-b67c-775d265e71f6.jpg,"3 16 2022 cindymilstein Be Gay, Do Crime sticker, sky-",,,,Stickers,Be Gay Do Crime,Lansing,MI,Art,,,,,,,,,,Art; Be Gay Do Crime; Lansing; MI; Stickers,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/bffa2d19-9323-4c5a-b67c-775d265e71f6.jpg,https://abnow.s3.amazonaws.com/objects/small/bffa2d19-9323-4c5a-b67c-775d265e71f6_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/bffa2d19-9323-4c5a-b67c-775d265e71f6_th.jpg
41f16a3c-5a28-438b-a55c-da9947ee5660,,,,,,,41f16a3c-5a28-438b-a55c-da9947ee5660.jpg,3 18 2022 radical.graffiti Eat the Rich graffiti-,,,,,,,,,,,,,,,,,,,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/41f16a3c-5a28-438b-a55c-da9947ee5660.jpg,https://abnow.s3.amazonaws.com/objects/small/41f16a3c-5a28-438b-a55c-da9947ee5660_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/41f16a3c-5a28-438b-a55c-da9947ee5660_th.jpg
83b027c0-6c77-44ec-a73e-0336597986ef,,,,,,,83b027c0-6c77-44ec-a73e-0336597986ef.jpg,3 22 2022 an.art.chy  Abolish the Police street art-,,,,Police Imagery,New York City,Slogans,Art,,,,,,,,,,,Art; New York City; Police Imagery; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/83b027c0-6c77-44ec-a73e-0336597986ef.jpg,https://abnow.s3.amazonaws.com/objects/small/83b027c0-6c77-44ec-a73e-0336597986ef_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/83b027c0-6c77-44ec-a73e-0336597986ef_th.jpg
25cce0ef-6b45-423a-8a25-283db8bd3c2c,,,,,,,25cce0ef-6b45-423a-8a25-283db8bd3c2c.jpg,"3 22 2022 an.art.chy  ACAB sticker, street art-",,,,Posters,New York City,ACAB,Art,,,,,,,,,,,ACAB; Art; New York City; Posters,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/25cce0ef-6b45-423a-8a25-283db8bd3c2c.jpg,https://abnow.s3.amazonaws.com/objects/small/25cce0ef-6b45-423a-8a25-283db8bd3c2c_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/25cce0ef-6b45-423a-8a25-283db8bd3c2c_th.jpg
0bd5377a-55c2-4d97-828c-01ca0ba5821e,,,,,,,0bd5377a-55c2-4d97-828c-01ca0ba5821e.jpg,3 23 2022 an.art.chy  FTP graffiti-,,,,Chicago,Slogans,FTP,Art,Graffiti,,,,,,,,,,Art; Chicago; FTP; Graffiti; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/0bd5377a-55c2-4d97-828c-01ca0ba5821e.jpg,https://abnow.s3.amazonaws.com/objects/small/0bd5377a-55c2-4d97-828c-01ca0ba5821e_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/0bd5377a-55c2-4d97-828c-01ca0ba5821e_th.jpg
fff7b9c5-2a91-434b-99dd-6cbd7ca3269d,,,,,,,fff7b9c5-2a91-434b-99dd-6cbd7ca3269d.jpg,"2 11 2022 anarchistposters This World is a Prison earth, chain link fence-",,,,Prison Imagery,Earth,Carceral Imagery,Barb Wire/Fences/Walls,Handcuffs,Elements,Elements,,,,,,,,Barb Wire/Fences/Walls; Carceral Imagery; Earth; Elements; Elements; Handcuffs; Prison Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/fff7b9c5-2a91-434b-99dd-6cbd7ca3269d.jpg,https://abnow.s3.amazonaws.com/objects/small/fff7b9c5-2a91-434b-99dd-6cbd7ca3269d_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/fff7b9c5-2a91-434b-99dd-6cbd7ca3269d_th.jpg
cdb9077d-2836-4aa4-ae8e-83a13d6a6acf,,,,,,,cdb9077d-2836-4aa4-ae8e-83a13d6a6acf.jpg,"2 16 2022 sogoreatelandtrust Protect Black Life. Protect The Sacred fist, bird-",,,,Animals,Earth,Birds,Power Fist,,,,,,,,,,,Animals; Birds; Earth; Power Fist,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/cdb9077d-2836-4aa4-ae8e-83a13d6a6acf.jpg,https://abnow.s3.amazonaws.com/objects/small/cdb9077d-2836-4aa4-ae8e-83a13d6a6acf_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/cdb9077d-2836-4aa4-ae8e-83a13d6a6acf_th.jpg
c7147f80-6b66-42c6-98d2-364930c99b42,,,,,,,c7147f80-6b66-42c6-98d2-364930c99b42.jpg,"3 20 2022 cindymilstein No Cops, Anymore, Anywhere poster, police imagery ",,,,Police Imagery,Slogans,Peace,,,,,,,,,,,,Peace; Police Imagery; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/c7147f80-6b66-42c6-98d2-364930c99b42.jpg,https://abnow.s3.amazonaws.com/objects/small/c7147f80-6b66-42c6-98d2-364930c99b42_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/c7147f80-6b66-42c6-98d2-364930c99b42_th.jpg
b6a043f4-0ea9-4d1b-a861-b8e5173c6bbb,,,,,,,b6a043f4-0ea9-4d1b-a861-b8e5173c6bbb.jpg,"3 20 2022 ricardolevinsmorales Heres to New Beginnings sky, butterfly-",,,,Earth,Growth,Butterflies,World-building,Ricardo Levins Morales,Art,,,,,,,,,Art; Butterflies; Earth; Growth; Ricardo Levins Morales; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/b6a043f4-0ea9-4d1b-a861-b8e5173c6bbb.jpg,https://abnow.s3.amazonaws.com/objects/small/b6a043f4-0ea9-4d1b-a861-b8e5173c6bbb_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/b6a043f4-0ea9-4d1b-a861-b8e5173c6bbb_th.jpg
78f08d23-b5b9-4007-b4cd-1697dd0344df,,,,,,,78f08d23-b5b9-4007-b4cd-1697dd0344df.jpg,4 7 2022 an.art.chy  Everybody Hates Cops Becuz Cops Hate Everybody street art-,,,,Posters,Police Imagery,New York City,Slogans,,,,,,,,,,,New York City; Police Imagery; Posters; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/78f08d23-b5b9-4007-b4cd-1697dd0344df.jpg,https://abnow.s3.amazonaws.com/objects/small/78f08d23-b5b9-4007-b4cd-1697dd0344df_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/78f08d23-b5b9-4007-b4cd-1697dd0344df_th.jpg
5e384e3e-6c74-4b70-ae68-b328c0ccf7af,,,,,,,5e384e3e-6c74-4b70-ae68-b328c0ccf7af.jpg,4 7 2022 radical.graffiti Kops Kill Kids street art-,,,,UK,Slogans,Police Violence,Graffiti,,,,,,,,,,,Graffiti; Police Violence; Slogans; UK,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/5e384e3e-6c74-4b70-ae68-b328c0ccf7af.jpg,https://abnow.s3.amazonaws.com/objects/small/5e384e3e-6c74-4b70-ae68-b328c0ccf7af_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/5e384e3e-6c74-4b70-ae68-b328c0ccf7af_th.jpg
c36ccb25-85ca-4b6b-9f73-9e0f4163d8eb,,,,,,,c36ccb25-85ca-4b6b-9f73-9e0f4163d8eb.jpg,"4 8 2022 an.art.chy  No Human is Illegal and BLM sticker,street art-",,,,Stickers,Slogans,No One Is Illegal,,,,,,,,,,,,No One Is Illegal; Slogans; Stickers,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/c36ccb25-85ca-4b6b-9f73-9e0f4163d8eb.jpg,https://abnow.s3.amazonaws.com/objects/small/c36ccb25-85ca-4b6b-9f73-9e0f4163d8eb_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/c36ccb25-85ca-4b6b-9f73-9e0f4163d8eb_th.jpg
1361e8eb-bf51-47db-8061-e7c6e0e5d552,,,,,,,1361e8eb-bf51-47db-8061-e7c6e0e5d552.jpg,5bd46ba0483b9b22aed86479688333e3,,,,World-building,Slogans,Monica Trinidad,Elements,Art,,,,,,,,,,Art; Elements; Monica Trinidad; Slogans; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/1361e8eb-bf51-47db-8061-e7c6e0e5d552.jpg,https://abnow.s3.amazonaws.com/objects/small/1361e8eb-bf51-47db-8061-e7c6e0e5d552_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/1361e8eb-bf51-47db-8061-e7c6e0e5d552_th.jpg
514f0eaa-988c-44d5-8320-57e4b426ca03,,,,,,,514f0eaa-988c-44d5-8320-57e4b426ca03.jpg,7BA7E81A-E7DB-4688-94C3-E7242E02C940,,,,Protests/Marches,UT,UTK Campus,,,,,,,,,,,,Protests/Marches; UT; UTK Campus,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/514f0eaa-988c-44d5-8320-57e4b426ca03.jpg,https://abnow.s3.amazonaws.com/objects/small/514f0eaa-988c-44d5-8320-57e4b426ca03_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/514f0eaa-988c-44d5-8320-57e4b426ca03_th.jpg
211040b4-735d-468f-9d8a-4a9b85fabbfe,,,,,,,211040b4-735d-468f-9d8a-4a9b85fabbfe.jpg,24DD6172-B82C-4E29-A567-A93A71FCF872,,,,Protests/Marches,UT,UTK Campus,,,,,,,,,,,,Protests/Marches; UT; UTK Campus,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/211040b4-735d-468f-9d8a-4a9b85fabbfe.jpg,https://abnow.s3.amazonaws.com/objects/small/211040b4-735d-468f-9d8a-4a9b85fabbfe_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/211040b4-735d-468f-9d8a-4a9b85fabbfe_th.jpg
1009f5e2-d71d-4526-b67a-63bb5d11527b,,,,,,,1009f5e2-d71d-4526-b67a-63bb5d11527b.jpg,72afb9d4-581a-2d95-dbab-3053338fc773,,,,Safety,Community,Earth,Growth,,,,,,,,,,,Community; Earth; Growth; Safety,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/1009f5e2-d71d-4526-b67a-63bb5d11527b.jpg,https://abnow.s3.amazonaws.com/objects/small/1009f5e2-d71d-4526-b67a-63bb5d11527b_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/1009f5e2-d71d-4526-b67a-63bb5d11527b_th.jpg
d9ef28cd-80cc-4548-b453-0858007a517d,,,,,,,d9ef28cd-80cc-4548-b453-0858007a517d.jpg,701cfc51-1660-69bd-673e-3744597bc68b,,,,Police Imagery,Community,Earth,Car,Growth,Butterflies,,,,,,,,,Butterflies; Car; Community; Earth; Growth; Police Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/d9ef28cd-80cc-4548-b453-0858007a517d.jpg,https://abnow.s3.amazonaws.com/objects/small/d9ef28cd-80cc-4548-b453-0858007a517d_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/d9ef28cd-80cc-4548-b453-0858007a517d_th.jpg
aced7965-fd19-429a-abba-38ef96e74cd8,,,,,,,aced7965-fd19-429a-abba-38ef96e74cd8.jpg,711a36b3-91b7-415b-acc8-b2b8c09e98ab-protest,,,,Protests/Marches,No One Is Illegal,287G,,,,,,,,,,,,287G; No One Is Illegal; Protests/Marches,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/aced7965-fd19-429a-abba-38ef96e74cd8.jpg,https://abnow.s3.amazonaws.com/objects/small/aced7965-fd19-429a-abba-38ef96e74cd8_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/aced7965-fd19-429a-abba-38ef96e74cd8_th.jpg
fe6b8039-8341-494b-a4c9-4c1d7b5e3007,,,,,,,fe6b8039-8341-494b-a4c9-4c1d7b5e3007.jpg,2013-04-22-10.59.23-750x380,,,,Environment,Protests/Marches,Earth,No Jails/Bail,Infrastructure/Needs,,,,,,,,,,Earth; Environment; Infrastructure/Needs; No Jails/Bail; Protests/Marches,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/fe6b8039-8341-494b-a4c9-4c1d7b5e3007.jpg,https://abnow.s3.amazonaws.com/objects/small/fe6b8039-8341-494b-a4c9-4c1d7b5e3007_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/fe6b8039-8341-494b-a4c9-4c1d7b5e3007_th.jpg
c6e4895d-eb19-41e4-8259-e686605ab8d5,,,,,,,c6e4895d-eb19-41e4-8259-e686605ab8d5.jpg,"4 1 2022 an.art.chy  We Want Housing, Not New Cops street art-",,,,New York City,Slogans,No Jails/Bail,Infrastructure/Needs,Graffiti,,,,,,,,,,Graffiti; Infrastructure/Needs; New York City; No Jails/Bail; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/c6e4895d-eb19-41e4-8259-e686605ab8d5.jpg,https://abnow.s3.amazonaws.com/objects/small/c6e4895d-eb19-41e4-8259-e686605ab8d5_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/c6e4895d-eb19-41e4-8259-e686605ab8d5_th.jpg
2bdef494-c2ae-4c0d-896d-58441b6d1731,,,,,,,2bdef494-c2ae-4c0d-896d-58441b6d1731.jpg,may-daysmall-250x380,,,,Animals,Earth,Barb Wire/Fences/Walls,Birds,Art,,,,,,,,,,Animals; Art; Barb Wire/Fences/Walls; Birds; Earth,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/2bdef494-c2ae-4c0d-896d-58441b6d1731.jpg,https://abnow.s3.amazonaws.com/objects/small/2bdef494-c2ae-4c0d-896d-58441b6d1731_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/2bdef494-c2ae-4c0d-896d-58441b6d1731_th.jpg
80332516-fdb3-440d-8507-61139d4a1fd6,,,,,,,80332516-fdb3-440d-8507-61139d4a1fd6.jpg,8601fcc8-9c35-4c0b-9f3b-7a8970eb0621,,,,Police Imagery,Fire,Car,Growth,World-building,,,,,,,,,,Car; Fire; Growth; Police Imagery; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/80332516-fdb3-440d-8507-61139d4a1fd6.jpg,https://abnow.s3.amazonaws.com/objects/small/80332516-fdb3-440d-8507-61139d4a1fd6_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/80332516-fdb3-440d-8507-61139d4a1fd6_th.jpg
a2465622-68db-4e5e-a68d-31a2cd388a60,,,,,,,a2465622-68db-4e5e-a68d-31a2cd388a60.jpg,10293822 596835170424503 5057531113364592117 o,,,,Events,,,,,,,,,,,,,,Events,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/a2465622-68db-4e5e-a68d-31a2cd388a60.jpg,https://abnow.s3.amazonaws.com/objects/small/a2465622-68db-4e5e-a68d-31a2cd388a60_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/a2465622-68db-4e5e-a68d-31a2cd388a60_th.jpg
84329c3e-4c16-4585-a3f7-aa49c3effc9f,,,,,,,84329c3e-4c16-4585-a3f7-aa49c3effc9f.jpg,22555716 147284332553583 4113913269255561859 o,,,,Community,Earth,,,,,,,,,,,,,Community; Earth,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/84329c3e-4c16-4585-a3f7-aa49c3effc9f.jpg,https://abnow.s3.amazonaws.com/objects/small/84329c3e-4c16-4585-a3f7-aa49c3effc9f_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/84329c3e-4c16-4585-a3f7-aa49c3effc9f_th.jpg
c388cd01-203b-47db-bb95-f5b6f9170fc0,,,,,,,c388cd01-203b-47db-bb95-f5b6f9170fc0.jpg,26240908 167154343899915 3970528792094965880 o,,,,Earth,World-building,,,,,,,,,,,,,Earth; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/c388cd01-203b-47db-bb95-f5b6f9170fc0.jpg,https://abnow.s3.amazonaws.com/objects/small/c388cd01-203b-47db-bb95-f5b6f9170fc0_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/c388cd01-203b-47db-bb95-f5b6f9170fc0_th.jpg
4a0d02e1-64e6-4e14-bb1b-9792a4e5a399,,,,,,,4a0d02e1-64e6-4e14-bb1b-9792a4e5a399.jpg,146487428 240847374179489 1215282544036179661 n,,,,Knoxville,Community,CCM,,,,,,,,,,,,CCM; Community; Knoxville,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/4a0d02e1-64e6-4e14-bb1b-9792a4e5a399.jpg,https://abnow.s3.amazonaws.com/objects/small/4a0d02e1-64e6-4e14-bb1b-9792a4e5a399_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/4a0d02e1-64e6-4e14-bb1b-9792a4e5a399_th.jpg
746bc155-158c-4536-91ce-4a10d7906680,,,,,,,746bc155-158c-4536-91ce-4a10d7906680.jpg,200997542 10159703194794170 6889374223849340691 n,,,,Knoxville,CCM,,,,,,,,,,,,,CCM; Knoxville,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/746bc155-158c-4536-91ce-4a10d7906680.jpg,https://abnow.s3.amazonaws.com/objects/small/746bc155-158c-4536-91ce-4a10d7906680_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/746bc155-158c-4536-91ce-4a10d7906680_th.jpg
d7581485-3fba-41e3-99eb-6989bda94aab,,,,,,,d7581485-3fba-41e3-99eb-6989bda94aab.jpg,206456467 321873892743503 7459588825591461184 n,,,,Events,No Jails/Bail,,,,,,,,,,,,,Events; No Jails/Bail,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/d7581485-3fba-41e3-99eb-6989bda94aab.jpg,https://abnow.s3.amazonaws.com/objects/small/d7581485-3fba-41e3-99eb-6989bda94aab_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/d7581485-3fba-41e3-99eb-6989bda94aab_th.jpg
9026b0a6-8086-4e28-942e-dbd592e2a71a,,,,,,,9026b0a6-8086-4e28-942e-dbd592e2a71a.jpg,AbolitionConferencePoster smaller,,,,Posters,Events,Fire,Ricardo Levins Morales,,,,,,,,,,,Events; Fire; Posters; Ricardo Levins Morales,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/9026b0a6-8086-4e28-942e-dbd592e2a71a.jpg,https://abnow.s3.amazonaws.com/objects/small/9026b0a6-8086-4e28-942e-dbd592e2a71a_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/9026b0a6-8086-4e28-942e-dbd592e2a71a_th.jpg
eb6fc2a0-575b-432e-8ef5-2143bbbe96bd,,,,,,,eb6fc2a0-575b-432e-8ef5-2143bbbe96bd.jpg,aiu PelicanBay redesign286,,,,Environment,Prison Imagery,Earth,Carceral Imagery,,,,,,,,,,,Carceral Imagery; Earth; Environment; Prison Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/eb6fc2a0-575b-432e-8ef5-2143bbbe96bd.jpg,https://abnow.s3.amazonaws.com/objects/small/eb6fc2a0-575b-432e-8ef5-2143bbbe96bd_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/eb6fc2a0-575b-432e-8ef5-2143bbbe96bd_th.jpg
24f13a7f-0f26-45e2-8280-78d93abb3c7b,,,,,,,24f13a7f-0f26-45e2-8280-78d93abb3c7b.jpg,C5A5123C-BAD3-4235-8F5E-C644048DFE94,,,,Protests/Marches,Academia,UT,Megaphone,Power Fist,UTK Campus,,,,,,,,,Academia; Megaphone; Power Fist; Protests/Marches; UT; UTK Campus,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/24f13a7f-0f26-45e2-8280-78d93abb3c7b.jpg,https://abnow.s3.amazonaws.com/objects/small/24f13a7f-0f26-45e2-8280-78d93abb3c7b_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/24f13a7f-0f26-45e2-8280-78d93abb3c7b_th.jpg
