objectid,creator,subject,location,latitude,longitude,date,identifier,title,description,image_alt_text,object_transcript,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_10,code_11,code_12,code_13,code_14,combined_codes,display_template,type,format,language,source,rights,rightsstatement,data_curation,project_administration,conceptualization,formal_analysis,methodology,object_location,image_small,image_thumb
766343d7-4678-4865-8ebb-e0ab6420a00f,,,,,,,766343d7-4678-4865-8ebb-e0ab6420a00f.jpg,BrettStory TPITL Poster18x24 Laurels,,,,Prison Imagery,Brett Story,Carceral Imagery,Art,,,,,,,,,,,Art; Brett Story; Carceral Imagery; Prison Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/766343d7-4678-4865-8ebb-e0ab6420a00f.jpg,https://abnow.s3.amazonaws.com/objects/small/766343d7-4678-4865-8ebb-e0ab6420a00f_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/766343d7-4678-4865-8ebb-e0ab6420a00f_th.jpg
d0252c48-bbf3-4430-8e0c-5a4b7e2f7b39,,,,,,,d0252c48-bbf3-4430-8e0c-5a4b7e2f7b39.jpg,byp100,,,,Protests/Marches,Slogans,,,,,,,,,,,,,Protests/Marches; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/d0252c48-bbf3-4430-8e0c-5a4b7e2f7b39.jpg,https://abnow.s3.amazonaws.com/objects/small/d0252c48-bbf3-4430-8e0c-5a4b7e2f7b39_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/d0252c48-bbf3-4430-8e0c-5a4b7e2f7b39_th.jpg
4e2cee43-677a-4188-8c53-56edbb3d48f0,,,,,,,4e2cee43-677a-4188-8c53-56edbb3d48f0.jpg,California-billboard-‘Welcome-to-America-home-to-5-of-the-world’s-people-25-of-the-world’s-prisoners’-2011-by-NAACP,,,,Carceral Imagery,World-building,Billboards,,,,,,,,,,,,Billboards; Carceral Imagery; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/4e2cee43-677a-4188-8c53-56edbb3d48f0.jpg,https://abnow.s3.amazonaws.com/objects/small/4e2cee43-677a-4188-8c53-56edbb3d48f0_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/4e2cee43-677a-4188-8c53-56edbb3d48f0_th.jpg
08519a69-5787-4668-9f60-cab34b5d1ea5,,,,,,,08519a69-5787-4668-9f60-cab34b5d1ea5.jpg,California-prisoner-hunger-strike-solidarity-rally-Irma-Hedlin-mother-of-two-hunger-strikers-at-Pelican-Bay-speaks-10.,,,,Protests/Marches,Prison Imagery,Community,Carceral Imagery,Megaphone,,,,,,,,,,Carceral Imagery; Community; Megaphone; Prison Imagery; Protests/Marches,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/08519a69-5787-4668-9f60-cab34b5d1ea5.jpg,https://abnow.s3.amazonaws.com/objects/small/08519a69-5787-4668-9f60-cab34b5d1ea5_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/08519a69-5787-4668-9f60-cab34b5d1ea5_th.jpg
ca2aafc2-0027-46b5-8066-e077d1286593,,,,,,,ca2aafc2-0027-46b5-8066-e077d1286593.jpg,cf1fb44f9368d9195abd5a59967505d1,,,,Prison Imagery,Carceral Imagery,Bars,Art,,,,,,,,,,,Art; Bars; Carceral Imagery; Prison Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/ca2aafc2-0027-46b5-8066-e077d1286593.jpg,https://abnow.s3.amazonaws.com/objects/small/ca2aafc2-0027-46b5-8066-e077d1286593_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/ca2aafc2-0027-46b5-8066-e077d1286593_th.jpg
1748443e-8085-4140-afb0-43ee572a67fc,,,,,,,1748443e-8085-4140-afb0-43ee572a67fc.jpg,cr-conference,,,,Events,Chicago,Art,,,,,,,,,,,,Art; Chicago; Events,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/1748443e-8085-4140-afb0-43ee572a67fc.jpg,https://abnow.s3.amazonaws.com/objects/small/1748443e-8085-4140-afb0-43ee572a67fc_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/1748443e-8085-4140-afb0-43ee572a67fc_th.jpg
70ea5131-3648-4ee2-9666-0b33d90ba7ec,,,,,,,70ea5131-3648-4ee2-9666-0b33d90ba7ec.jpg,cropped-cropped-uc banner,,,,Protests/Marches,Academia,World-building,,,,,,,,,,,,Academia; Protests/Marches; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/70ea5131-3648-4ee2-9666-0b33d90ba7ec.jpg,https://abnow.s3.amazonaws.com/objects/small/70ea5131-3648-4ee2-9666-0b33d90ba7ec_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/70ea5131-3648-4ee2-9666-0b33d90ba7ec_th.jpg
734ac135-7bf0-4e4e-978c-9f49f103e9a9,,,,,,,734ac135-7bf0-4e4e-978c-9f49f103e9a9.jpg,CURB-Poster-FinalO-copy-518x800,,,,Posters,Protests/Marches,Community,World-building,Megaphone,Power Fist,Infrastructure/Needs,Art,,,,,,,Art; Community; Infrastructure/Needs; Megaphone; Posters; Power Fist; Protests/Marches; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/734ac135-7bf0-4e4e-978c-9f49f103e9a9.jpg,https://abnow.s3.amazonaws.com/objects/small/734ac135-7bf0-4e4e-978c-9f49f103e9a9_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/734ac135-7bf0-4e4e-978c-9f49f103e9a9_th.jpg
43322707-9c5a-44b4-9ce1-e7144dd4f348,,,,,,,43322707-9c5a-44b4-9ce1-e7144dd4f348.jpg,DangerPolice-cover,,,,Posters,Police Imagery,Handcuffs,2010s,Art,,,,,,,,,,2010s; Art; Handcuffs; Police Imagery; Posters,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/43322707-9c5a-44b4-9ce1-e7144dd4f348.jpg,https://abnow.s3.amazonaws.com/objects/small/43322707-9c5a-44b4-9ce1-e7144dd4f348_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/43322707-9c5a-44b4-9ce1-e7144dd4f348_th.jpg
9d2c2e8a-df22-4f69-95fd-89f1bbca8c0a,,,,,,,9d2c2e8a-df22-4f69-95fd-89f1bbca8c0a.jpg,Durham pushback against 70 million dollar police headquarters,,,,Protests/Marches,World-building,Slogans,,,,,,,,,,,,Protests/Marches; Slogans; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/9d2c2e8a-df22-4f69-95fd-89f1bbca8c0a.jpg,https://abnow.s3.amazonaws.com/objects/small/9d2c2e8a-df22-4f69-95fd-89f1bbca8c0a_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/9d2c2e8a-df22-4f69-95fd-89f1bbca8c0a_th.jpg
327f4cc8-86c5-407f-a0a6-bfe34cf3b788,,,,,,,327f4cc8-86c5-407f-a0a6-bfe34cf3b788.jpg,EcAgafRXQAAkW8U,,,,Posters,World-building,Slogans,Art,,,,,,,,,,,Art; Posters; Slogans; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/327f4cc8-86c5-407f-a0a6-bfe34cf3b788.jpg,https://abnow.s3.amazonaws.com/objects/small/327f4cc8-86c5-407f-a0a6-bfe34cf3b788_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/327f4cc8-86c5-407f-a0a6-bfe34cf3b788_th.jpg
a5a2aff4-8c14-4d97-8524-5ff96776f8fa,,,,,,,a5a2aff4-8c14-4d97-8524-5ff96776f8fa.jpg,els-ned-dougherty-team2,,,,Border Wall Art,,,,,,,,,,,,,,Border Wall Art,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/a5a2aff4-8c14-4d97-8524-5ff96776f8fa.jpg,https://abnow.s3.amazonaws.com/objects/small/a5a2aff4-8c14-4d97-8524-5ff96776f8fa_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/a5a2aff4-8c14-4d97-8524-5ff96776f8fa_th.jpg
4471fa33-a7b3-4ddc-af84-3953e44530f0,,,,,,,4471fa33-a7b3-4ddc-af84-3953e44530f0.jpg,ErKYtJ7XEAAdJ4w,,,,Art,,,,,,,,,,,,,,Art,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/4471fa33-a7b3-4ddc-af84-3953e44530f0.jpg,https://abnow.s3.amazonaws.com/objects/small/4471fa33-a7b3-4ddc-af84-3953e44530f0_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/4471fa33-a7b3-4ddc-af84-3953e44530f0_th.jpg
8f0c6d68-b541-454e-bd3a-9875bd63e24f,,,,,,,8f0c6d68-b541-454e-bd3a-9875bd63e24f.jpg,family-behind-bars-242x300,,,,Prison Imagery,Carceral Imagery,Art,,,,,,,,,,,,Art; Carceral Imagery; Prison Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/8f0c6d68-b541-454e-bd3a-9875bd63e24f.jpg,https://abnow.s3.amazonaws.com/objects/small/8f0c6d68-b541-454e-bd3a-9875bd63e24f_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/8f0c6d68-b541-454e-bd3a-9875bd63e24f_th.jpg
b1d38fd2-1469-4c44-ace1-ddeee566675a,,,,,,,b1d38fd2-1469-4c44-ace1-ddeee566675a.jpg,AART Abolition 2021 acrylic-on-canvas 35x78 FCArtonAbolition-1568x723,,,,Prison Imagery,Air,Carceral Imagery,Barb Wire/Fences/Walls,Elements,Sky/Void,Art,,,,,,,,Air; Art; Barb Wire/Fences/Walls; Carceral Imagery; Elements; Prison Imagery; Sky/Void,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/b1d38fd2-1469-4c44-ace1-ddeee566675a.jpg,https://abnow.s3.amazonaws.com/objects/small/b1d38fd2-1469-4c44-ace1-ddeee566675a_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/b1d38fd2-1469-4c44-ace1-ddeee566675a_th.jpg
27f8ced8-666f-4540-a24a-855985930b3b,,,,,,,27f8ced8-666f-4540-a24a-855985930b3b.jpg,"2 7 2022 jailhouse lawyers speak Build Up Communities Not Jails protest, march-",,,,Community,No Jails/Bail,Infrastructure/Needs,,,,,,,,,,,,Community; Infrastructure/Needs; No Jails/Bail,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/27f8ced8-666f-4540-a24a-855985930b3b.jpg,https://abnow.s3.amazonaws.com/objects/small/27f8ced8-666f-4540-a24a-855985930b3b_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/27f8ced8-666f-4540-a24a-855985930b3b_th.jpg
2a94d25d-342a-4f07-a1a8-4d644588fa07,,,,,,,2a94d25d-342a-4f07-a1a8-4d644588fa07.jpg,32293763 10214448931650476 7237413969894309888 n,,,,Protests/Marches,Prison Imagery,Carceral Imagery,Bars,Art,,,,,,,,,,Art; Bars; Carceral Imagery; Prison Imagery; Protests/Marches,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/2a94d25d-342a-4f07-a1a8-4d644588fa07.jpg,https://abnow.s3.amazonaws.com/objects/small/2a94d25d-342a-4f07-a1a8-4d644588fa07_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/2a94d25d-342a-4f07-a1a8-4d644588fa07_th.jpg
df29972e-d4fb-418d-927d-3b8dfe6d1725,,,,,,,df29972e-d4fb-418d-927d-3b8dfe6d1725.jpg,Earth 6,,,,Earth,Growth,Toronto,Apparel/Embodiment,Elements,,,,,,,,,,Apparel/Embodiment; Earth; Elements; Growth; Toronto,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/df29972e-d4fb-418d-927d-3b8dfe6d1725.jpg,https://abnow.s3.amazonaws.com/objects/small/df29972e-d4fb-418d-927d-3b8dfe6d1725_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/df29972e-d4fb-418d-927d-3b8dfe6d1725_th.jpg
995de8eb-76f0-4919-aadd-22ead9d26d0b,,,,,,,995de8eb-76f0-4919-aadd-22ead9d26d0b.jpg,IMG 1962,,,,Environment,Community,Organizations,Highlander,Fire,Elements,,,,,,,,,Community; Elements; Environment; Fire; Highlander; Organizations,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/995de8eb-76f0-4919-aadd-22ead9d26d0b.jpg,https://abnow.s3.amazonaws.com/objects/small/995de8eb-76f0-4919-aadd-22ead9d26d0b_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/995de8eb-76f0-4919-aadd-22ead9d26d0b_th.jpg
22bfbb00-b780-4d64-820e-39fb5b2c1502,,,,,,,22bfbb00-b780-4d64-820e-39fb5b2c1502.jpg,PNG image 81,,,,Police Imagery,Carceral Imagery,Car,World-building,Slogans,DDD,,,,,,,,,Car; Carceral Imagery; DDD; Police Imagery; Slogans; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/22bfbb00-b780-4d64-820e-39fb5b2c1502.jpg,https://abnow.s3.amazonaws.com/objects/small/22bfbb00-b780-4d64-820e-39fb5b2c1502_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/22bfbb00-b780-4d64-820e-39fb5b2c1502_th.jpg
a1f57fd5-cfec-4eb9-95e1-23e2b12ff285,,,,,,,a1f57fd5-cfec-4eb9-95e1-23e2b12ff285.jpg,PNG image 126,,,,Police Imagery,Car,World-building,Slogans,DDD,Art,,,,,,,,,Art; Car; DDD; Police Imagery; Slogans; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/a1f57fd5-cfec-4eb9-95e1-23e2b12ff285.jpg,https://abnow.s3.amazonaws.com/objects/small/a1f57fd5-cfec-4eb9-95e1-23e2b12ff285_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/a1f57fd5-cfec-4eb9-95e1-23e2b12ff285_th.jpg
0a785330-cee0-41ee-a063-caa80b5f393e,,,,,,,0a785330-cee0-41ee-a063-caa80b5f393e.jpg,PNG image 239,,,,Animals,Earth,Water,Snake,Land Back/Pipelines,,,,,,,,,,Animals; Earth; Land Back/Pipelines; Snake; Water,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/0a785330-cee0-41ee-a063-caa80b5f393e.jpg,https://abnow.s3.amazonaws.com/objects/small/0a785330-cee0-41ee-a063-caa80b5f393e_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/0a785330-cee0-41ee-a063-caa80b5f393e_th.jpg
633f6712-daa9-4f5b-8996-6784c9ad82f9,,,,,,,633f6712-daa9-4f5b-8996-6784c9ad82f9.jpg,RPS Task Force Values Document,,,,Safety,Community,Accountability,Infrastructure/Needs,Art,,,,,,,,,,Accountability; Art; Community; Infrastructure/Needs; Safety,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/633f6712-daa9-4f5b-8996-6784c9ad82f9.jpg,https://abnow.s3.amazonaws.com/objects/small/633f6712-daa9-4f5b-8996-6784c9ad82f9_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/633f6712-daa9-4f5b-8996-6784c9ad82f9_th.jpg
3cbe46d2-bb85-40de-87ca-52d8b6e06ba8,,,,,,,3cbe46d2-bb85-40de-87ca-52d8b6e06ba8.jpg,Screen Shot 2022-01-02 at 7.08.48 PM,,,,Earth,Growth,World-building,Infrastructure/Needs,,,,,,,,,,,Earth; Growth; Infrastructure/Needs; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/3cbe46d2-bb85-40de-87ca-52d8b6e06ba8.jpg,https://abnow.s3.amazonaws.com/objects/small/3cbe46d2-bb85-40de-87ca-52d8b6e06ba8_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/3cbe46d2-bb85-40de-87ca-52d8b6e06ba8_th.jpg
5a7225af-43ca-4c5a-90bc-6dd1126bfd60,,,,,,,5a7225af-43ca-4c5a-90bc-6dd1126bfd60.jpg,Screen Shot 2022-01-02 at 7.18.56 PM,,,,Animals,Earth,Butterflies,Slogans,,,,,,,,,,,Animals; Butterflies; Earth; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/5a7225af-43ca-4c5a-90bc-6dd1126bfd60.jpg,https://abnow.s3.amazonaws.com/objects/small/5a7225af-43ca-4c5a-90bc-6dd1126bfd60_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/5a7225af-43ca-4c5a-90bc-6dd1126bfd60_th.jpg
99570f2f-cac7-4014-bc05-4924edc16043,,,,,,,99570f2f-cac7-4014-bc05-4924edc16043.jpg,Screen Shot 2022-01-10 at 1.01.20 PM,,,,Minneapolis,Humor,Art,Graffiti,,,,,,,,,,,Art; Graffiti; Humor; Minneapolis,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/99570f2f-cac7-4014-bc05-4924edc16043.jpg,https://abnow.s3.amazonaws.com/objects/small/99570f2f-cac7-4014-bc05-4924edc16043_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/99570f2f-cac7-4014-bc05-4924edc16043_th.jpg
34c5cd68-e306-419a-bbba-1847be184051,,,,,,,34c5cd68-e306-419a-bbba-1847be184051.jpg,Screen Shot 2022-01-10 at 1.07.18 PM,,,,Environment,Community,Academia,Scholars,Earth,Mural,RJ/TJ,Art,,,,,,,Academia; Art; Community; Earth; Environment; Mural; RJ/TJ; Scholars,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/34c5cd68-e306-419a-bbba-1847be184051.jpg,https://abnow.s3.amazonaws.com/objects/small/34c5cd68-e306-419a-bbba-1847be184051_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/34c5cd68-e306-419a-bbba-1847be184051_th.jpg
583f3102-e6b9-412d-810e-15d46419ee37,,,,,,,583f3102-e6b9-412d-810e-15d46419ee37.jpg,Screen Shot 2022-02-09 at 11.41.43 AM,,,,Posters,Labor,Humor,Art,,,,,,,,,,,Art; Humor; Labor; Posters,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/583f3102-e6b9-412d-810e-15d46419ee37.jpg,https://abnow.s3.amazonaws.com/objects/small/583f3102-e6b9-412d-810e-15d46419ee37_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/583f3102-e6b9-412d-810e-15d46419ee37_th.jpg
674b5ce7-f90d-4386-85d6-46939b62dd18,,,,,,,674b5ce7-f90d-4386-85d6-46939b62dd18.jpg,Screen Shot 2022-02-09 at 11.43.09 AM,,,,Environment,Earth,Growth,RJ/TJ,Land Back/Pipelines,,,,,,,,,,Earth; Environment; Growth; Land Back/Pipelines; RJ/TJ,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/674b5ce7-f90d-4386-85d6-46939b62dd18.jpg,https://abnow.s3.amazonaws.com/objects/small/674b5ce7-f90d-4386-85d6-46939b62dd18_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/674b5ce7-f90d-4386-85d6-46939b62dd18_th.jpg
67871abb-af68-45b0-9bf2-23784e17094f,,,,,,,67871abb-af68-45b0-9bf2-23784e17094f.jpg,Tattoo 2,,,,Police Imagery,Fire,Car,Apparel/Embodiment,,,,,,,,,,,Apparel/Embodiment; Car; Fire; Police Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/67871abb-af68-45b0-9bf2-23784e17094f.jpg,https://abnow.s3.amazonaws.com/objects/small/67871abb-af68-45b0-9bf2-23784e17094f_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/67871abb-af68-45b0-9bf2-23784e17094f_th.jpg
251331bb-39c2-4cdf-94ad-a794ca1bcab2,,,,,,,251331bb-39c2-4cdf-94ad-a794ca1bcab2.jpg,PNG image 246,,,,Water,,,,,,,,,,,,,,Water,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/251331bb-39c2-4cdf-94ad-a794ca1bcab2.jpg,https://abnow.s3.amazonaws.com/objects/small/251331bb-39c2-4cdf-94ad-a794ca1bcab2_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/251331bb-39c2-4cdf-94ad-a794ca1bcab2_th.jpg
558eb3a6-799e-4e8c-b811-c7258576bede,,,,,,,558eb3a6-799e-4e8c-b811-c7258576bede.jpg,PNG image 247,,,,Animals,Earth,Water,Snake,Elements,Art,,,,,,,,,Animals; Art; Earth; Elements; Snake; Water,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/558eb3a6-799e-4e8c-b811-c7258576bede.jpg,https://abnow.s3.amazonaws.com/objects/small/558eb3a6-799e-4e8c-b811-c7258576bede_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/558eb3a6-799e-4e8c-b811-c7258576bede_th.jpg
8b00677d-ed63-4432-9a0c-b04b986d513c,,,,,,,8b00677d-ed63-4432-9a0c-b04b986d513c.jpg,8-Comic,,,,Community,Organizations,World-building,MPD150,RJ/TJ,Art,,,,,,,,,Art; Community; MPD150; Organizations; RJ/TJ; World-building,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/8b00677d-ed63-4432-9a0c-b04b986d513c.jpg,https://abnow.s3.amazonaws.com/objects/small/8b00677d-ed63-4432-9a0c-b04b986d513c_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/8b00677d-ed63-4432-9a0c-b04b986d513c_th.jpg
a2c1b95c-32bc-4904-9459-81800d4cf932,,,,,,,a2c1b95c-32bc-4904-9459-81800d4cf932.jpg,173a020a-7958-2b15-53ae-d31ce1614447,,,,Animals,Posters,Birds,Slogans,No Jails/Bail,Art,,,,,,,,,Animals; Art; Birds; No Jails/Bail; Posters; Slogans,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/a2c1b95c-32bc-4904-9459-81800d4cf932.jpg,https://abnow.s3.amazonaws.com/objects/small/a2c1b95c-32bc-4904-9459-81800d4cf932_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/a2c1b95c-32bc-4904-9459-81800d4cf932_th.jpg
76178d48-3736-4a50-a7e8-9a8494ed5b93,,,,,,,76178d48-3736-4a50-a7e8-9a8494ed5b93.jpg,305b13358d71ec6d3a3c05edaf280da7,,,,No Jails/Bail,Art,,,,,,,,,,,,,Art; No Jails/Bail,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/76178d48-3736-4a50-a7e8-9a8494ed5b93.jpg,https://abnow.s3.amazonaws.com/objects/small/76178d48-3736-4a50-a7e8-9a8494ed5b93_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/76178d48-3736-4a50-a7e8-9a8494ed5b93_th.jpg
64011a6e-c9e2-4e1d-8c75-9b19a5600bbb,,,,,,,64011a6e-c9e2-4e1d-8c75-9b19a5600bbb.jpg,675bd7f23f53b945c6c84b1e2fb80875,,,,BLM,Art,,,,,,,,,,,,,Art; BLM,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/64011a6e-c9e2-4e1d-8c75-9b19a5600bbb.jpg,https://abnow.s3.amazonaws.com/objects/small/64011a6e-c9e2-4e1d-8c75-9b19a5600bbb_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/64011a6e-c9e2-4e1d-8c75-9b19a5600bbb_th.jpg
725a181b-602b-4a51-8dc6-d66580f74d53,,,,,,,725a181b-602b-4a51-8dc6-d66580f74d53.jpg,63AFDC7A-3C36-48A9-ACB6-0B68874DD59D,,,,BLM,Trayvon Martin,Police Violence,Art,,,,,,,,,,,Art; BLM; Police Violence; Trayvon Martin,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/725a181b-602b-4a51-8dc6-d66580f74d53.jpg,https://abnow.s3.amazonaws.com/objects/small/725a181b-602b-4a51-8dc6-d66580f74d53_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/725a181b-602b-4a51-8dc6-d66580f74d53_th.jpg
46689522-76af-4d15-ada5-80bbcc0686c6,,,,,,,46689522-76af-4d15-ada5-80bbcc0686c6.jpg,701cfc51-1660-69bd-673e-3744597bc68b,,,,Environment,Police Imagery,Community,Earth,Car,Growth,RJ/TJ,,,,,,,,Car; Community; Earth; Environment; Growth; Police Imagery; RJ/TJ,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/46689522-76af-4d15-ada5-80bbcc0686c6.jpg,https://abnow.s3.amazonaws.com/objects/small/46689522-76af-4d15-ada5-80bbcc0686c6_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/46689522-76af-4d15-ada5-80bbcc0686c6_th.jpg
ef42c12a-abaa-4276-82f2-faef0a9edab5,,,,,,,ef42c12a-abaa-4276-82f2-faef0a9edab5.jpg,811ad12b6be54606f599375200e207c5,,,,,,,,,,,,,,,,,,,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/ef42c12a-abaa-4276-82f2-faef0a9edab5.jpg,https://abnow.s3.amazonaws.com/objects/small/ef42c12a-abaa-4276-82f2-faef0a9edab5_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/ef42c12a-abaa-4276-82f2-faef0a9edab5_th.jpg
305a3452-a4ea-43e0-9ad7-07d63292e8c8,,,,,,,305a3452-a4ea-43e0-9ad7-07d63292e8c8.jpg,1613f10e293fe559b64b1a17bf2c66ed,,,,Fire,Elements,Humor,,,,,,,,,,,,Elements; Fire; Humor,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/305a3452-a4ea-43e0-9ad7-07d63292e8c8.jpg,https://abnow.s3.amazonaws.com/objects/small/305a3452-a4ea-43e0-9ad7-07d63292e8c8_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/305a3452-a4ea-43e0-9ad7-07d63292e8c8_th.jpg
06754f01-05a5-47a3-8056-193fc67e9577,,,,,,,06754f01-05a5-47a3-8056-193fc67e9577.jpg,1450281 10152844321816067 5340221221876872662 n,,,,BLM,,,,,,,,,,,,,,BLM,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/06754f01-05a5-47a3-8056-193fc67e9577.jpg,https://abnow.s3.amazonaws.com/objects/small/06754f01-05a5-47a3-8056-193fc67e9577_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/06754f01-05a5-47a3-8056-193fc67e9577_th.jpg
cd61f469-e4b0-4cbc-9791-2e23d755ed43,,,,,,,cd61f469-e4b0-4cbc-9791-2e23d755ed43.jpg,1862773,,,,Prison Imagery,Carceral Imagery,Handcuffs,Art,Graffiti,,,,,,,,,,Art; Carceral Imagery; Graffiti; Handcuffs; Prison Imagery,image,Image;StillImage,image/png,eng,,,,,,,,,https://abnow.s3.amazonaws.com/objects/cd61f469-e4b0-4cbc-9791-2e23d755ed43.jpg,https://abnow.s3.amazonaws.com/objects/small/cd61f469-e4b0-4cbc-9791-2e23d755ed43_sm.jpg,https://abnow.s3.amazonaws.com/objects/thumbs/cd61f469-e4b0-4cbc-9791-2e23d755ed43_th.jpg
